unix,date,symbol,open,high,low,close,Volume SOL,Volume USDT,tradecount
1632038400000,2021-09-19 08:00:00,SOL/USDT,161.54000000,163.49000000,160.56000000,162.77000000,177993.76000000,28900703.35870000,41592
1632034800000,2021-09-19 07:00:00,SOL/USDT,161.76000000,162.18000000,159.84000000,161.54000000,243321.08000000,39160078.20780000,49221
1632031200000,2021-09-19 06:00:00,SOL/USDT,164.22000000,164.31000000,160.95000000,161.81000000,153028.87000000,24853286.85010000,32403
1632027600000,2021-09-19 05:00:00,SOL/USDT,162.51000000,164.36000000,161.20000000,164.25000000,180767.46000000,29490679.39520000,30987
1632024000000,2021-09-19 04:00:00,SOL/USDT,164.32000000,165.25000000,161.38000000,162.50000000,186760.38000000,30495397.30890000,33997
1632020400000,2021-09-19 03:00:00,SOL/USDT,165.95000000,166.29000000,162.00000000,164.33000000,243332.81000000,39915728.16820000,55118
1632016800000,2021-09-19 02:00:00,SOL/USDT,167.64000000,167.75000000,165.15000000,165.94000000,153099.33000000,25485528.62230000,31859
1632013200000,2021-09-19 01:00:00,SOL/USDT,168.80000000,168.87000000,163.85000000,167.67000000,378674.82000000,62886178.16320000,83721
1632009600000,2021-09-19 00:00:00,SOL/USDT,169.22000000,170.96000000,167.35000000,168.79000000,376617.93000000,63840154.98120000,74393
1632006000000,2021-09-18 23:00:00,SOL/USDT,164.26000000,171.47000000,163.81000000,169.22000000,597210.78000000,100483518.64430000,184906
1632002400000,2021-09-18 22:00:00,SOL/USDT,161.69000000,165.00000000,161.29000000,164.26000000,211096.28000000,34560922.98600000,61151
1631998800000,2021-09-18 21:00:00,SOL/USDT,160.31000000,162.59000000,159.59000000,161.70000000,120578.62000000,19422315.90450000,36092
1631995200000,2021-09-18 20:00:00,SOL/USDT,162.62000000,162.67000000,157.47000000,160.31000000,355372.36000000,56587413.26500000,81780
1631991600000,2021-09-18 19:00:00,SOL/USDT,163.96000000,165.10000000,161.45000000,162.62000000,188159.12000000,30752308.84820000,55428
1631988000000,2021-09-18 18:00:00,SOL/USDT,163.79000000,164.05000000,162.16000000,163.93000000,178114.70000000,29070028.05340000,32137
1631984400000,2021-09-18 17:00:00,SOL/USDT,161.28000000,164.14000000,160.85000000,163.80000000,222577.78000000,36183696.21660000,49300
1631980800000,2021-09-18 16:00:00,SOL/USDT,163.63000000,165.20000000,161.05000000,161.29000000,376057.41000000,61402011.92050000,89908
1631977200000,2021-09-18 15:00:00,SOL/USDT,161.59000000,164.33000000,161.51000000,163.66000000,270971.62000000,44125413.58680000,67807
1631973600000,2021-09-18 14:00:00,SOL/USDT,162.85000000,163.87000000,160.37000000,161.60000000,264921.83000000,42893814.15090000,47049
1631970000000,2021-09-18 13:00:00,SOL/USDT,160.32000000,162.94000000,160.20000000,162.85000000,222998.21000000,36058403.83030000,39483
1631966400000,2021-09-18 12:00:00,SOL/USDT,160.92000000,162.84000000,160.07000000,160.32000000,289937.99000000,46756943.92740000,50983
1631962800000,2021-09-18 11:00:00,SOL/USDT,160.54000000,164.79000000,160.00000000,160.91000000,638694.38000000,103998973.56010000,169398
1631959200000,2021-09-18 10:00:00,SOL/USDT,158.20000000,160.59000000,157.60000000,160.55000000,240615.85000000,38335634.77520000,44005
1631955600000,2021-09-18 09:00:00,SOL/USDT,158.94000000,160.86000000,157.13000000,158.21000000,426639.29000000,67837515.64230000,76164
1631952000000,2021-09-18 08:00:00,SOL/USDT,157.64000000,161.74000000,157.55000000,158.97000000,755153.54000000,120666480.97670000,160992
1631948400000,2021-09-18 07:00:00,SOL/USDT,155.50000000,158.70000000,154.42000000,157.61000000,808048.73000000,126774108.52960000,152009
1631944800000,2021-09-18 06:00:00,SOL/USDT,146.43000000,156.08000000,146.03000000,155.50000000,795680.99000000,121690776.85750000,194881
1631941200000,2021-09-18 05:00:00,SOL/USDT,147.35000000,147.49000000,145.42000000,146.42000000,235311.75000000,34476624.05520000,32231
1631937600000,2021-09-18 04:00:00,SOL/USDT,144.83000000,147.38000000,144.10000000,147.34000000,207257.14000000,30238069.30900000,35245
1631934000000,2021-09-18 03:00:00,SOL/USDT,145.37000000,146.33000000,144.39000000,144.83000000,194694.09000000,28306278.02880000,34847
1631930400000,2021-09-18 02:00:00,SOL/USDT,147.92000000,148.03000000,144.57000000,145.37000000,226889.48000000,33167455.85990000,35395
1631926800000,2021-09-18 01:00:00,SOL/USDT,145.83000000,149.00000000,145.25000000,147.91000000,206365.60000000,30439125.60480000,35255
1631923200000,2021-09-18 00:00:00,SOL/USDT,147.59000000,147.92000000,144.11000000,145.83000000,196452.40000000,28645722.95540000,35093
1631919600000,2021-09-17 23:00:00,SOL/USDT,144.71000000,148.95000000,144.08000000,147.58000000,238890.38000000,35133282.81000000,48041
1631916000000,2021-09-17 22:00:00,SOL/USDT,143.30000000,147.47000000,143.26000000,144.70000000,307104.11000000,44751962.13810000,61991
1631912400000,2021-09-17 21:00:00,SOL/USDT,142.00000000,144.50000000,140.24000000,143.31000000,116348.35000000,16558200.31380000,31864
1631908800000,2021-09-17 20:00:00,SOL/USDT,144.56000000,144.90000000,141.21000000,141.96000000,127974.82000000,18297158.27240000,26695
1631905200000,2021-09-17 19:00:00,SOL/USDT,141.58000000,144.80000000,140.80000000,144.57000000,218616.75000000,31299413.50600000,43057
1631901600000,2021-09-17 18:00:00,SOL/USDT,141.06000000,141.58000000,138.54000000,141.58000000,297684.65000000,41721298.83730000,43119
1631898000000,2021-09-17 17:00:00,SOL/USDT,144.63000000,145.00000000,140.00000000,141.03000000,299260.86000000,42532405.33340000,44624
1631894400000,2021-09-17 16:00:00,SOL/USDT,144.62000000,145.87000000,142.64000000,144.61000000,325640.74000000,46936884.33900000,59075
1631890800000,2021-09-17 15:00:00,SOL/USDT,141.27000000,146.40000000,140.49000000,144.65000000,670825.39000000,96612644.32860000,110237
1631887200000,2021-09-17 14:00:00,SOL/USDT,138.91000000,141.79000000,138.51000000,141.27000000,215445.58000000,30219490.50120000,38824
1631883600000,2021-09-17 13:00:00,SOL/USDT,139.94000000,140.25000000,137.42000000,138.89000000,222969.58000000,30957315.07650000,46950
1631880000000,2021-09-17 12:00:00,SOL/USDT,138.84000000,141.88000000,137.05000000,139.93000000,503191.84000000,70508538.37300000,80634
1631876400000,2021-09-17 11:00:00,SOL/USDT,137.40000000,140.00000000,136.10000000,138.85000000,515736.24000000,71419916.45190000,92835
1631872800000,2021-09-17 10:00:00,SOL/USDT,139.07000000,139.71000000,134.00000000,137.41000000,882718.10000000,120787664.42900000,148738
1631869200000,2021-09-17 09:00:00,SOL/USDT,143.65000000,144.35000000,137.22000000,139.04000000,772651.89000000,108278320.07250000,142019
1631865600000,2021-09-17 08:00:00,SOL/USDT,143.48000000,145.62000000,142.50000000,143.66000000,296810.63000000,42825011.98140000,51016
1631862000000,2021-09-17 07:00:00,SOL/USDT,146.66000000,147.09000000,143.00000000,143.48000000,332263.50000000,48318704.97480000,71794
1631858400000,2021-09-17 06:00:00,SOL/USDT,149.38000000,149.52000000,146.16000000,146.67000000,208509.44000000,30724714.40770000,41762
1631854800000,2021-09-17 05:00:00,SOL/USDT,149.23000000,150.36000000,148.20000000,149.38000000,143679.62000000,21458365.39380000,34333
1631851200000,2021-09-17 04:00:00,SOL/USDT,148.65000000,149.60000000,146.00000000,149.23000000,221966.44000000,32821144.56380000,41367
1631847600000,2021-09-17 03:00:00,SOL/USDT,146.63000000,148.71000000,146.38000000,148.64000000,172994.92000000,25543561.06850000,34039
1631844000000,2021-09-17 02:00:00,SOL/USDT,151.48000000,151.80000000,146.16000000,146.63000000,196655.40000000,29190547.34710000,43692
1631840400000,2021-09-17 01:00:00,SOL/USDT,148.75000000,152.10000000,148.23000000,151.49000000,137825.62000000,20735989.02990000,29842
1631836800000,2021-09-17 00:00:00,SOL/USDT,152.30000000,153.55000000,148.40000000,148.80000000,204160.70000000,30860224.30410000,39170
1631833200000,2021-09-16 23:00:00,SOL/USDT,150.73000000,152.66000000,150.23000000,152.29000000,131169.66000000,19889645.61880000,25118
1631829600000,2021-09-16 22:00:00,SOL/USDT,151.43000000,151.66000000,149.78000000,150.70000000,85855.79000000,12946331.05330000,19314
1631826000000,2021-09-16 21:00:00,SOL/USDT,148.19000000,151.61000000,147.59000000,151.43000000,139900.99000000,20966361.29580000,30850
1631822400000,2021-09-16 20:00:00,SOL/USDT,152.30000000,152.89000000,147.35000000,148.19000000,329615.21000000,49455897.98840000,68271
1631818800000,2021-09-16 19:00:00,SOL/USDT,154.35000000,154.58000000,152.13000000,152.28000000,127601.03000000,19618962.89380000,23773
1631815200000,2021-09-16 18:00:00,SOL/USDT,154.04000000,155.32000000,150.63000000,154.34000000,291391.44000000,44607231.38400000,67731
1631811600000,2021-09-16 17:00:00,SOL/USDT,157.93000000,159.59000000,153.63000000,154.06000000,205704.74000000,32177437.80480000,53681
1631808000000,2021-09-16 16:00:00,SOL/USDT,154.80000000,159.50000000,154.50000000,157.92000000,201059.44000000,31440756.50710000,47929
1631804400000,2021-09-16 15:00:00,SOL/USDT,154.39000000,156.70000000,153.44000000,154.80000000,204016.16000000,31656156.66520000,36859
1631800800000,2021-09-16 14:00:00,SOL/USDT,155.05000000,156.33000000,153.11000000,154.39000000,381127.84000000,58974166.69490000,59229
1631797200000,2021-09-16 13:00:00,SOL/USDT,158.55000000,158.71000000,154.51000000,155.05000000,260348.73000000,40715769.60610000,54219
1631793600000,2021-09-16 12:00:00,SOL/USDT,158.39000000,159.38000000,156.88000000,158.57000000,196463.90000000,31090850.99920000,37711
1631790000000,2021-09-16 11:00:00,SOL/USDT,158.51000000,160.00000000,157.91000000,158.37000000,101486.76000000,16143717.85370000,18995
1631786400000,2021-09-16 10:00:00,SOL/USDT,159.66000000,160.37000000,157.00000000,158.52000000,138590.47000000,21999098.70380000,35654
1631782800000,2021-09-16 09:00:00,SOL/USDT,159.40000000,163.50000000,158.70000000,159.67000000,188507.42000000,30283580.53020000,31554
1631779200000,2021-09-16 08:00:00,SOL/USDT,160.72000000,161.74000000,158.87000000,159.45000000,182303.75000000,29183994.03180000,38296
1631775600000,2021-09-16 07:00:00,SOL/USDT,158.88000000,163.09000000,158.71000000,160.72000000,314722.62000000,50814716.39010000,83336
1631772000000,2021-09-16 06:00:00,SOL/USDT,158.43000000,159.71000000,157.52000000,158.87000000,131787.50000000,20907883.19130000,25856
1631768400000,2021-09-16 05:00:00,SOL/USDT,157.44000000,160.00000000,156.62000000,158.44000000,154210.66000000,24426106.25240000,30036
1631764800000,2021-09-16 04:00:00,SOL/USDT,155.13000000,158.25000000,154.81000000,157.51000000,213395.83000000,33484073.01100000,39146
1631761200000,2021-09-16 03:00:00,SOL/USDT,155.96000000,156.64000000,152.33000000,155.16000000,168210.84000000,25968717.88970000,34399
1631757600000,2021-09-16 02:00:00,SOL/USDT,155.44000000,156.18000000,153.51000000,155.98000000,183267.71000000,28415322.95290000,28722
1631754000000,2021-09-16 01:00:00,SOL/USDT,154.14000000,156.34000000,153.08000000,155.45000000,182094.75000000,28213777.18550000,32493
1631750400000,2021-09-16 00:00:00,SOL/USDT,158.77000000,159.64000000,153.80000000,154.11000000,226762.49000000,35490690.28540000,50137
1631746800000,2021-09-15 23:00:00,SOL/USDT,157.05000000,159.28000000,156.75000000,158.79000000,130728.80000000,20644393.58320000,27557
1631743200000,2021-09-15 22:00:00,SOL/USDT,158.81000000,160.82000000,155.77000000,157.02000000,182104.69000000,28690973.07870000,40284
1631739600000,2021-09-15 21:00:00,SOL/USDT,157.92000000,159.66000000,157.43000000,158.82000000,99395.91000000,15738942.84410000,20478
1631736000000,2021-09-15 20:00:00,SOL/USDT,161.63000000,161.82000000,157.56000000,157.95000000,242390.32000000,38608159.25210000,45985
1631732400000,2021-09-15 19:00:00,SOL/USDT,161.35000000,162.54000000,160.36000000,161.64000000,117893.38000000,19025306.26740000,23322
1631728800000,2021-09-15 18:00:00,SOL/USDT,161.51000000,161.78000000,160.07000000,161.31000000,137727.90000000,22175157.78970000,28124
1631725200000,2021-09-15 17:00:00,SOL/USDT,161.26000000,163.00000000,160.53000000,161.52000000,183198.11000000,29671194.70490000,30940
1631721600000,2021-09-15 16:00:00,SOL/USDT,161.96000000,164.78000000,161.00000000,161.26000000,342439.55000000,55769584.98130000,80047
1631718000000,2021-09-15 15:00:00,SOL/USDT,158.62000000,162.61000000,158.12000000,161.97000000,310868.47000000,49920209.78110000,62273
1631714400000,2021-09-15 14:00:00,SOL/USDT,157.36000000,161.00000000,157.00000000,158.62000000,330484.84000000,52511374.25560000,56463
1631710800000,2021-09-15 13:00:00,SOL/USDT,155.25000000,157.58000000,155.25000000,157.35000000,253531.60000000,39721465.75900000,36632
1631707200000,2021-09-15 12:00:00,SOL/USDT,157.96000000,159.61000000,155.02000000,155.19000000,255909.66000000,40299510.71920000,39566
1631703600000,2021-09-15 11:00:00,SOL/USDT,159.83000000,161.00000000,156.50000000,157.93000000,248574.05000000,39311872.71340000,41801
1631700000000,2021-09-15 10:00:00,SOL/USDT,159.00000000,161.30000000,158.81000000,159.82000000,297262.18000000,47565455.98080000,36109
1631696400000,2021-09-15 09:00:00,SOL/USDT,161.89000000,162.68000000,158.52000000,159.00000000,267514.09000000,42881852.92360000,45096
1631692800000,2021-09-15 08:00:00,SOL/USDT,162.03000000,164.42000000,160.59000000,161.89000000,207255.10000000,33653296.16570000,38087
1631689200000,2021-09-15 07:00:00,SOL/USDT,162.81000000,164.00000000,161.00000000,162.03000000,227343.61000000,36885845.79620000,38351
1631685600000,2021-09-15 06:00:00,SOL/USDT,161.33000000,166.50000000,160.30000000,162.85000000,499943.67000000,82045485.63990000,115330
1631682000000,2021-09-15 05:00:00,SOL/USDT,154.90000000,163.50000000,154.01000000,161.34000000,430142.78000000,68782766.53420000,117482
1631678400000,2021-09-15 04:00:00,SOL/USDT,157.27000000,157.38000000,153.69000000,154.89000000,250171.30000000,38872407.42010000,49090
1631674800000,2021-09-15 03:00:00,SOL/USDT,157.47000000,159.30000000,156.32000000,157.27000000,137424.24000000,21655443.69200000,29154
1631671200000,2021-09-15 02:00:00,SOL/USDT,158.09000000,160.00000000,156.41000000,157.44000000,182500.74000000,28854218.29750000,36038
1631667600000,2021-09-15 01:00:00,SOL/USDT,161.05000000,163.83000000,156.07000000,158.15000000,369828.24000000,59233169.37590000,88177
1631664000000,2021-09-15 00:00:00,SOL/USDT,158.72000000,162.20000000,155.77000000,161.04000000,402686.37000000,63982204.47620000,93263
1631660400000,2021-09-14 23:00:00,SOL/USDT,152.64000000,159.87000000,150.45000000,158.88000000,660351.53000000,102371348.52100000,152059
1631656800000,2021-09-14 22:00:00,SOL/USDT,148.83000000,152.68000000,145.00000000,152.67000000,445906.50000000,66245028.95620000,94406
1631653200000,2021-09-14 21:00:00,SOL/USDT,151.02000000,152.50000000,142.60000000,148.83000000,970384.33000000,142679461.97490000,194590
1631649600000,2021-09-14 20:00:00,SOL/USDT,154.20000000,155.38000000,150.62000000,150.99000000,387127.99000000,59193634.16510000,73130
1631646000000,2021-09-14 19:00:00,SOL/USDT,154.57000000,160.25000000,151.56000000,154.21000000,626958.43000000,97829103.49410000,126417
1631642400000,2021-09-14 18:00:00,SOL/USDT,155.89000000,157.70000000,150.85000000,154.57000000,597974.60000000,91801759.88830000,103973
1631638800000,2021-09-14 17:00:00,SOL/USDT,158.57000000,158.97000000,155.39000000,155.90000000,203534.03000000,31900599.20910000,40358
1631635200000,2021-09-14 16:00:00,SOL/USDT,159.26000000,159.99000000,155.00000000,158.59000000,276484.94000000,43735202.96210000,59147
1631631600000,2021-09-14 15:00:00,SOL/USDT,162.35000000,163.03000000,158.47000000,159.26000000,265761.12000000,42548806.59950000,62812
1631628000000,2021-09-14 14:00:00,SOL/USDT,156.77000000,163.29000000,155.22000000,162.43000000,470038.25000000,75131753.93740000,88555
1631624400000,2021-09-14 13:00:00,SOL/USDT,160.75000000,161.50000000,156.30000000,156.71000000,320878.85000000,51200483.24330000,64744
1631620800000,2021-09-14 12:00:00,SOL/USDT,165.01000000,165.80000000,158.41000000,160.79000000,537537.31000000,86604099.44300000,109746
1631617200000,2021-09-14 11:00:00,SOL/USDT,168.35000000,168.61000000,163.67000000,165.04000000,172765.03000000,28614514.08710000,46722
1631613600000,2021-09-14 10:00:00,SOL/USDT,167.82000000,168.74000000,166.47000000,168.34000000,133726.12000000,22418990.72600000,24473
1631610000000,2021-09-14 09:00:00,SOL/USDT,170.06000000,171.10000000,167.30000000,167.75000000,206848.36000000,34955423.26170000,65443
1631606400000,2021-09-14 08:00:00,SOL/USDT,166.04000000,171.51000000,165.05000000,170.03000000,276040.97000000,46424684.90360000,60853
1631602800000,2021-09-14 07:00:00,SOL/USDT,165.73000000,167.00000000,164.60000000,165.96000000,189882.16000000,31517903.55570000,50297
1631599200000,2021-09-14 06:00:00,SOL/USDT,167.56000000,167.72000000,163.40000000,165.70000000,212481.37000000,35105874.45000000,39704
1631595600000,2021-09-14 05:00:00,SOL/USDT,165.05000000,168.00000000,164.76000000,167.56000000,134697.13000000,22397480.61430000,45823
1631592000000,2021-09-14 04:00:00,SOL/USDT,167.44000000,168.96000000,164.37000000,165.05000000,164604.57000000,27419514.34200000,35227
1631588400000,2021-09-14 03:00:00,SOL/USDT,165.83000000,168.00000000,164.54000000,167.43000000,131310.72000000,21870418.38950000,30176
1631584800000,2021-09-14 02:00:00,SOL/USDT,166.64000000,168.27000000,163.62000000,165.83000000,174035.14000000,28796402.42900000,61302
1631581200000,2021-09-14 01:00:00,SOL/USDT,169.64000000,170.42000000,165.21000000,166.70000000,193711.58000000,32332264.15080000,52126
1631577600000,2021-09-14 00:00:00,SOL/USDT,169.54000000,171.83000000,166.80000000,169.72000000,228355.49000000,38594494.09500000,68483
1631574000000,2021-09-13 23:00:00,SOL/USDT,170.48000000,170.52000000,166.31000000,169.53000000,183762.69000000,31000709.05090000,56494
1631570400000,2021-09-13 22:00:00,SOL/USDT,172.30000000,173.08000000,167.01000000,170.43000000,302464.81000000,51454440.05140000,66026
1631566800000,2021-09-13 21:00:00,SOL/USDT,168.99000000,175.00000000,168.10000000,172.31000000,487083.32000000,83882952.69460000,127978
1631563200000,2021-09-13 20:00:00,SOL/USDT,164.12000000,169.84000000,164.06000000,168.99000000,277570.29000000,46527776.19180000,66060
1631559600000,2021-09-13 19:00:00,SOL/USDT,164.84000000,165.99000000,163.16000000,164.08000000,182265.14000000,29968166.86650000,31280
1631556000000,2021-09-13 18:00:00,SOL/USDT,158.80000000,166.00000000,158.30000000,164.90000000,335827.82000000,54657105.86770000,96971
1631552400000,2021-09-13 17:00:00,SOL/USDT,158.79000000,159.19000000,156.91000000,158.82000000,117462.64000000,18568510.29910000,22778
1631548800000,2021-09-13 16:00:00,SOL/USDT,157.06000000,158.87000000,154.22000000,158.80000000,215331.56000000,33659173.80970000,42458
1631545200000,2021-09-13 15:00:00,SOL/USDT,155.38000000,159.99000000,155.00000000,157.03000000,275150.90000000,43534259.61780000,56587
1631541600000,2021-09-13 14:00:00,SOL/USDT,163.21000000,163.80000000,151.00000000,155.40000000,722014.64000000,112654022.10980000,174460
1631538000000,2021-09-13 13:00:00,SOL/USDT,159.11000000,167.73000000,158.30000000,163.25000000,489586.51000000,80344963.12420000,103226
1631534400000,2021-09-13 12:00:00,SOL/USDT,160.12000000,163.51000000,158.35000000,159.11000000,319418.29000000,51519075.15620000,65143
1631530800000,2021-09-13 11:00:00,SOL/USDT,159.10000000,161.11000000,154.61000000,160.23000000,305565.91000000,48381683.37980000,62982
1631527200000,2021-09-13 10:00:00,SOL/USDT,156.45000000,160.50000000,155.49000000,159.11000000,271202.62000000,43021465.36840000,52536
1631523600000,2021-09-13 09:00:00,SOL/USDT,153.93000000,157.96000000,153.84000000,156.42000000,269279.78000000,42057562.92080000,59678
1631520000000,2021-09-13 08:00:00,SOL/USDT,152.84000000,155.90000000,150.30000000,153.93000000,511771.87000000,78320788.78980000,94989
1631516400000,2021-09-13 07:00:00,SOL/USDT,160.26000000,161.68000000,151.10000000,152.91000000,474124.47000000,73448671.85520000,101900
1631512800000,2021-09-13 06:00:00,SOL/USDT,161.72000000,161.72000000,158.43000000,160.26000000,196824.26000000,31458754.26030000,37005
1631509200000,2021-09-13 05:00:00,SOL/USDT,160.94000000,163.32000000,158.18000000,161.68000000,275865.99000000,44291056.21800000,54988
1631505600000,2021-09-13 04:00:00,SOL/USDT,154.95000000,161.99000000,154.58000000,160.98000000,388899.45000000,61818346.72050000,76688
1631502000000,2021-09-13 03:00:00,SOL/USDT,159.42000000,160.58000000,154.10000000,154.95000000,361097.26000000,57023055.61180000,76354
1631498400000,2021-09-13 02:00:00,SOL/USDT,163.44000000,163.44000000,156.26000000,159.40000000,645557.04000000,103075525.67230000,138218
1631494800000,2021-09-13 01:00:00,SOL/USDT,167.79000000,168.67000000,161.63000000,163.45000000,395691.02000000,65017203.00530000,93144
1631491200000,2021-09-13 00:00:00,SOL/USDT,174.31000000,174.60000000,165.00000000,167.79000000,420021.18000000,71258334.71630000,109690
1631487600000,2021-09-12 23:00:00,SOL/USDT,175.34000000,177.40000000,174.13000000,174.29000000,158538.81000000,27886743.16160000,34457
1631484000000,2021-09-12 22:00:00,SOL/USDT,173.66000000,175.70000000,172.34000000,175.36000000,146472.27000000,25435452.00360000,29218
1631480400000,2021-09-12 21:00:00,SOL/USDT,171.85000000,174.32000000,170.15000000,173.70000000,165753.94000000,28538243.31570000,41708
1631476800000,2021-09-12 20:00:00,SOL/USDT,177.69000000,180.00000000,170.31000000,171.85000000,325529.20000000,57166620.50150000,96264
1631473200000,2021-09-12 19:00:00,SOL/USDT,175.36000000,177.85000000,175.35000000,177.67000000,102714.45000000,18139954.77900000,25172
1631469600000,2021-09-12 18:00:00,SOL/USDT,175.57000000,176.76000000,174.02000000,175.36000000,163386.83000000,28628636.96110000,34764
1631466000000,2021-09-12 17:00:00,SOL/USDT,177.39000000,177.60000000,175.00000000,175.52000000,159974.63000000,28204744.77810000,36889
1631462400000,2021-09-12 16:00:00,SOL/USDT,178.92000000,179.85000000,177.10000000,177.39000000,112749.21000000,20109961.65260000,27631
1631458800000,2021-09-12 15:00:00,SOL/USDT,179.06000000,180.24000000,178.17000000,178.92000000,116144.03000000,20821945.50130000,26453
1631455200000,2021-09-12 14:00:00,SOL/USDT,178.90000000,180.33000000,177.70000000,179.05000000,127105.53000000,22761635.42710000,32440
1631451600000,2021-09-12 13:00:00,SOL/USDT,178.06000000,179.27000000,176.31000000,178.90000000,161881.82000000,28723625.46310000,35505
1631448000000,2021-09-12 12:00:00,SOL/USDT,179.07000000,179.68000000,176.93000000,178.06000000,118348.58000000,21069442.38500000,26990
1631444400000,2021-09-12 11:00:00,SOL/USDT,179.78000000,180.83000000,177.38000000,179.07000000,121783.23000000,21803144.75710000,27406
1631440800000,2021-09-12 10:00:00,SOL/USDT,179.37000000,179.96000000,178.23000000,179.76000000,107149.51000000,19188254.28540000,22323
1631437200000,2021-09-12 09:00:00,SOL/USDT,180.79000000,181.55000000,179.08000000,179.33000000,139335.76000000,25103779.84840000,25828
1631433600000,2021-09-12 08:00:00,SOL/USDT,178.00000000,181.75000000,177.85000000,180.79000000,225214.94000000,40609387.48290000,47073
1631430000000,2021-09-12 07:00:00,SOL/USDT,175.17000000,179.04000000,174.94000000,178.00000000,126915.61000000,22460374.12220000,27230
1631426400000,2021-09-12 06:00:00,SOL/USDT,176.84000000,178.11000000,174.75000000,175.17000000,104851.23000000,18508548.48690000,22684
1631422800000,2021-09-12 05:00:00,SOL/USDT,179.04000000,179.43000000,176.00000000,176.81000000,138817.33000000,24610842.81730000,27094
1631419200000,2021-09-12 04:00:00,SOL/USDT,179.03000000,180.15000000,178.10000000,179.05000000,82762.77000000,14834284.06210000,16976
1631415600000,2021-09-12 03:00:00,SOL/USDT,177.83000000,180.00000000,176.64000000,179.04000000,138395.14000000,24714348.06170000,28030
1631412000000,2021-09-12 02:00:00,SOL/USDT,176.12000000,178.16000000,175.57000000,177.86000000,144434.20000000,25570103.20610000,28010
1631408400000,2021-09-12 01:00:00,SOL/USDT,175.86000000,176.52000000,173.62000000,176.12000000,165610.97000000,28993564.95320000,44193
1631404800000,2021-09-12 00:00:00,SOL/USDT,179.05000000,180.79000000,172.89000000,175.78000000,307341.65000000,54109229.36640000,102284
1631401200000,2021-09-11 23:00:00,SOL/USDT,177.95000000,179.16000000,175.74000000,179.04000000,221419.39000000,39265741.73890000,77072
1631397600000,2021-09-11 22:00:00,SOL/USDT,182.00000000,182.01000000,177.10000000,177.99000000,235058.55000000,42196485.62430000,93939
1631394000000,2021-09-11 21:00:00,SOL/USDT,180.67000000,184.32000000,180.00000000,182.00000000,124902.01000000,22759641.54110000,37386
1631390400000,2021-09-11 20:00:00,SOL/USDT,181.99000000,182.03000000,178.26000000,180.63000000,233235.33000000,41970163.78020000,55930
1631386800000,2021-09-11 19:00:00,SOL/USDT,185.39000000,186.88000000,181.21000000,181.99000000,185612.34000000,34070557.46800000,55591
1631383200000,2021-09-11 18:00:00,SOL/USDT,187.95000000,187.97000000,184.30000000,185.39000000,145598.17000000,26998817.96740000,37291
1631379600000,2021-09-11 17:00:00,SOL/USDT,186.51000000,188.63000000,185.94000000,187.96000000,152256.31000000,28478590.42270000,77936
1631376000000,2021-09-11 16:00:00,SOL/USDT,188.42000000,190.00000000,185.43000000,186.50000000,277728.53000000,52072810.31970000,66027
1631372400000,2021-09-11 15:00:00,SOL/USDT,187.84000000,191.00000000,186.20000000,188.48000000,305735.30000000,57711719.10150000,68735
1631368800000,2021-09-11 14:00:00,SOL/USDT,188.58000000,191.53000000,185.52000000,187.84000000,459975.03000000,86818733.95100000,173677
1631365200000,2021-09-11 13:00:00,SOL/USDT,183.00000000,189.18000000,182.91000000,188.58000000,340719.31000000,63509187.88260000,86191
1631361600000,2021-09-11 12:00:00,SOL/USDT,181.29000000,184.98000000,180.23000000,182.99000000,276672.98000000,50565967.64410000,55317
1631358000000,2021-09-11 11:00:00,SOL/USDT,184.12000000,185.24000000,180.91000000,181.26000000,284522.96000000,52019047.82210000,57639
1631354400000,2021-09-11 10:00:00,SOL/USDT,184.24000000,187.36000000,183.29000000,184.09000000,421361.94000000,78029006.81640000,91181
1631350800000,2021-09-11 09:00:00,SOL/USDT,179.04000000,185.00000000,176.85000000,184.21000000,290567.83000000,52415081.39250000,62550
1631347200000,2021-09-11 08:00:00,SOL/USDT,178.71000000,180.00000000,175.89000000,179.11000000,206337.98000000,36772546.82800000,41605
1631343600000,2021-09-11 07:00:00,SOL/USDT,179.86000000,180.37000000,175.14000000,178.69000000,254649.61000000,45163038.36780000,74374
1631340000000,2021-09-11 06:00:00,SOL/USDT,180.32000000,181.76000000,177.64000000,179.77000000,185217.32000000,33351630.22360000,70031
1631336400000,2021-09-11 05:00:00,SOL/USDT,182.67000000,183.65000000,176.52000000,180.32000000,261421.57000000,46878065.20410000,90625
1631332800000,2021-09-11 04:00:00,SOL/USDT,181.47000000,183.88000000,179.54000000,182.68000000,235226.87000000,42844769.94600000,75826
1631329200000,2021-09-11 03:00:00,SOL/USDT,185.51000000,186.57000000,177.39000000,181.48000000,367856.90000000,66850945.68780000,83899
1631325600000,2021-09-11 02:00:00,SOL/USDT,188.80000000,193.51000000,183.96000000,185.57000000,473073.37000000,89108561.20590000,123017
1631322000000,2021-09-11 01:00:00,SOL/USDT,182.12000000,191.23000000,181.31000000,188.76000000,531993.75000000,99652846.99190000,135891
1631318400000,2021-09-11 00:00:00,SOL/USDT,179.60000000,183.20000000,179.17000000,182.18000000,323519.90000000,58689873.21360000,72084
1631314800000,2021-09-10 23:00:00,SOL/USDT,174.21000000,180.30000000,173.45000000,179.60000000,315800.71000000,56175129.75970000,64115
